jobs_id,jobs_name,jobs_description,jobs_min_compensation,jobs_max_compensation,count_apps_id
1705395,Cashier,"<div><strong>REPORTS TO: General Manager/Assistant Manager/Shift Leader</strong></div><div> </div><div>The cashier position is critical to the daily success of the restaurant. It’s a guest facing job; often the first touch point with the guest beyond the “Welcome to Firehouse” greeting.</div><div> </div><div><strong>Job Requirements:</strong></div><div> </div><ul><li>Able to work in a fast-paced environment.</li><li>Excellent menu and product knowledge.</li><li>Accountable for the accuracy of the guest’s order.</li><li>Able to communicate effectively with guests and handle questions and concerns in a professional manner.</li><li>Proficient use of the POS system.</li><li>Accuracy of the cash drawer.</li><li>Team player.</li><li>Thanks the guest sincerely for their business.</li><li>Participates in all Firehouse Subs® Public Safety Foundation fundraising initiatives.</li><li>Maintains an organized, stocked, and sanitary work space.</li><li>Able and willing to complete other restaurant functions such as food preparation or cleaning, per management direction, or any other duties assigned by the general manager, assistant manager, or shift leader.</li><li>Maintains a safe work environment, adhering to all established food and safety guidelines.</li><li>Able to lift up to 50 lbs.</li></ul>",1500,1800,1
1719232,Cashier,"<div>Metropolis Parking develops advanced technology that makes parking remarkable, and turns the garages and lots of yesterday into connected mobility infrastructure. Our technology and operating teams are deployed in hundreds of locations across the country. We’re building the digital pipes through which the future of mobile commerce will move.<br><br><strong>Position: Cashier</strong></div><div><strong>Location: Fort Sanders Regional Medical Center</strong></div><div><strong>Shifts Available: Monday-Friday 10:00am-3:30pm <br>Type: Part-time<br></strong><br></div><div><br></div><div><strong>Cashier Position Summary </strong></div><div>The cashier is an energetic, outgoing, polite, and conscientious professional who is responsible for accurate cash management.  <br><br></div><div><strong><em> Cashier Duties and Responsibilities <br></em></strong><br></div><ul><li>Process sales transactions  </li><li>Calculate the cost of products or services  </li><li>Accept payments  </li><li>Calculate and return change when required by the payment method  </li><li>Maintain adequate change denominations in the cash drawer and request additional change  </li><li>Answer customer questions about products or services  </li><li>Reconcile cash drawers and sales receipts  </li><li>Report issues with equipment </li><li>Work independently and as part of the team </li><li>Perform other duties as assigned </li></ul><div><strong>Essential Functions and Physical Requirements </strong></div><div>To perform this job successfully, an individual must be able to perform each essential function satisfactorily, with or without reasonable accommodations. Reasonable accommodations may be approved by the Human Resources department to enable qualified individuals with disabilities to perform the essential functions. </div><ul><li>Incumbent must be able to  </li><li>Operate office equipment to process payments accurately </li><li>Stand for up to six (6) consecutive hours </li><li>Remain in a stationary position for the majority of the work shift </li><li>Communicate effectively in written and spoken English with team members and customers <strong> </strong></li></ul><div><strong>Cashier</strong> <strong>Position Qualifications </strong></div><div><em>Skills and Abilities  </em></div><ul><li>Basic math skills, including the ability to add and subtract accurately </li><li>Strong interpersonal skills; frequently communicate with team members and customers; must be able to exchange accurate information </li><li>Ability to work effectively within role independently and with other team members </li><li>Ability to organize and complete work in a timely manner <strong><em> </em></strong></li></ul><div><strong><em>Education and Experience </em></strong></div><ul><li>High School Diploma or GED required </li></ul><div><strong><em>Other Requirements </em></strong></div><ul><li>Must be at least 18 years of age </li><li>Must be able to work a flexible schedule including nights and weekends </li><li>Follow appropriate grooming standards; required to wear a uniform  </li></ul><div><strong>Physical Demands and Work Environment </strong></div><div>The physical demands described here are representative of those that must be met by an employee to successfully perform the essential functions of this job. While performing the duties of this job, the employee is regularly required to talk, hear, stand, and handle cash and credit cards. The employee is frequently required to reach and may be frequently required to sit. The employee is occasionally required to walk and stoop, kneel, and crouch. The employee must frequently lift and/or move up to 10 pounds and occasionally lift and/or move up to 25 pounds.  Specific vision abilities required by this job include close vision, distance vision, color vision, peripheral vision, depth perception and ability to adjust focus. The employee may be required to remain in a stationary position for extended period.  </div>",1200,"",44
1706184,Cashier,"<div>We are looking for a customer-focused Cashier to join our team! You will be welcoming guests, taking their order, and helping ensure they enjoy an exceptional dining experience. </div><div> </div><div>You are a natural people person who can quickly build rapport with guests and create a welcoming atmosphere. Detail-oriented and able to manage multiple priorities, you rely on your excellent organization and communication skills to bring your best each day for yourself, restaurant staff, and guests. </div><div> </div><div><strong>Responsibilities: </strong></div><ul><li>Greet guests and take their order</li><li>Provide guests with menus</li><li>Inform guests of current promotions and specials</li><li>Manage the flow of guests into the dining and bar areas, provide accurate wait times to incoming guests if appropriate</li><li>Operate cash registers to accept payments for food and beverages</li></ul><div><strong>Qualifications: </strong></div><ul><li>Previous restaurant or cashier experience preferred </li><li>Friendly and customer-focused personality </li><li>Ability to articulate clear greetings and farewells to guests, as well as being able to understand requests for assistance</li><li>Ability to clearly communicate guests’ needs to Servers, Bussers, Managers, etc.</li><li>Ability to effectively communicate on the telephone</li><li>Must be able to carry trays or supplies (10-30 lbs.)</li></ul><div> </div><div><strong>Complete our short application today! </strong></div><div> </div><div> </div>",1200,1600,25
1718757,Cashier,"<div><strong>REPORTS TO: General Manager/Assistant Manager/Shift Leader</strong></div><div> </div><div>The cashier position is critical to the daily success of the restaurant. It’s a guest facing job; often the first touch point with the guest beyond the “Welcome to Firehouse” greeting.</div><div> </div><div><strong>Job Requirements:</strong></div><div> </div><ul><li>Able to work in a fast-paced environment.</li><li>Excellent menu and product knowledge.</li><li>Accountable for the accuracy of the guest’s order.</li><li>Able to communicate effectively with guests and handle questions and concerns in a professional manner.</li><li>Proficient use of the POS system.</li><li>Accuracy of the cash drawer.</li><li>Team player.</li><li>Thanks the guest sincerely for their business.</li><li>Participates in all Firehouse Subs® Public Safety Foundation fundraising initiatives.</li><li>Maintains an organized, stocked, and sanitary work space.</li><li>Able and willing to complete other restaurant functions such as food preparation or cleaning, per management direction, or any other duties assigned by the general manager, assistant manager, or shift leader.</li><li>Maintains a safe work environment, adhering to all established food and safety guidelines.</li><li>Able to lift up to 50 lbs.</li></ul>",1200,"",1
1717039,Cashier,"<div>Join our Opening Team at Snowmobile Pizza!  Love the 80s and want to join a fun team!  Apply now!<br><br><strong>Qualifications</strong></div><ul><li>Preferred: 3-6 months of cash operating experience.</li><li>Strong interpersonal skills.</li><li>Must be able to stand for an entire shift.</li><li>Preferred: 1 year of recent Customer Service experience.</li><li>Preferred: Comfortable lifting 40 lbs. on a regular basis.</li><li>Comfortable with operating a cash register.</li><li>Must be comfortable working both independently and with a team.</li><li>Must be able to work in a fast-paced, high volume work environment.</li></ul><div><strong>Job Duties</strong></div><ul><li>Welcome all guests with a smile and a friendly greeting.</li><li>Assist and take guest's orders.</li><li>Employ approved suggestive selling techniques to assist guests who are undecided.</li><li>Operate a cash register.</li><li>Perform side work duties as directed by the manager.</li><li>Clean tables and counters in the dining room area.</li><li>Maintain cleanliness of the facility.</li><li>Control the food flow from the kitchen to the guest.</li><li>Responsible for communicating special instructions between the Kitchen Staff, Servers and Management.</li><li>Responsible for knowing the menu to include the ingredients and preparation of specific menu items.</li><li>Stock food products, perform side work duties as directed by the manager, clean tables and counters in the dining room area, and maintain the cleanliness of their work station.</li><li>Verify food for consistency.</li><li>Organize orders for table deployment.</li><li>Take orders, clear and clean tables, and ensure the work area is clean and orderly</li></ul><div>We offer competitive pay and company benefits!<br><br>Starting pay is $15.00/hr plus tips!<br><br>Apply online or come see us at Snowmobile Pizza for Interviews on Wednesday 6/29 from 12-6PM, Thursday 6/30 from  12-6PM or Friday 7/1 from 12-6PM.  Our address is 877 S 200 W C-103, Salt Lake City, UT 84101.</div>","","",4
1708963,Cashier,"<div>Metropolis Parking develops advanced technology that makes parking remarkable, and turns the garages and lots of yesterday into connected mobility infrastructure. Our technology and operating teams are deployed in hundreds of locations across the country. We’re building the digital pipes through which the future of mobile commerce will move.</div><div><br></div><div><strong>Cashier Position Summary </strong></div><div>The cashier is an energetic, outgoing, polite, and conscientious professional who is responsible for accurate cash management.  <br><br></div><div><strong><em> Cashier Duties and Responsibilities <br></em></strong><br></div><ul><li>Process sales transactions  </li><li>Calculate the cost of products or services  </li><li>Accept payments  </li><li>Calculate and return change when required by the payment method  </li><li>Maintain adequate change denominations in the cash drawer and request additional change  </li><li>Answer customer questions about products or services  </li><li>Reconcile cash drawers and sales receipts  </li><li>Report issues with equipment </li><li>Work independently and as part of the team </li><li>Perform other duties as assigned </li></ul><div><strong>Essential Functions and Physical Requirements </strong></div><div>To perform this job successfully, an individual must be able to perform each essential function satisfactorily, with or without reasonable accommodations. Reasonable accommodations may be approved by the Human Resources department to enable qualified individuals with disabilities to perform the essential functions. </div><ul><li>Incumbent must be able to  </li><li>Operate office equipment to process payments accurately </li><li>Stand for up to six (6) consecutive hours </li><li>Remain in a stationary position for the majority of the work shift </li><li>Communicate effectively in written and spoken English with team members and customers <strong> </strong></li></ul><div><strong>Cashier</strong> <strong>Position Qualifications </strong></div><div><em>Skills and Abilities  </em></div><ul><li>Basic math skills, including the ability to add and subtract accurately </li><li>Strong interpersonal skills; frequently communicate with team members and customers; must be able to exchange accurate information </li><li>Ability to work effectively within role independently and with other team members </li><li>Ability to organize and complete work in a timely manner <strong><em> </em></strong></li></ul><div><strong><em>Education and Experience </em></strong></div><ul><li>High School Diploma or GED required </li></ul><div><strong><em>Other Requirements </em></strong></div><ul><li>Must be at least 18 years of age </li><li>Must be able to work a flexible schedule including nights and weekends </li><li>Follow appropriate grooming standards; required to wear a uniform  </li></ul><div><strong>Physical Demands and Work Environment </strong></div><div>The physical demands described here are representative of those that must be met by an employee to successfully perform the essential functions of this job. While performing the duties of this job, the employee is regularly required to talk, hear, stand, and handle cash and credit cards. The employee is frequently required to reach and may be frequently required to sit. The employee is occasionally required to walk and stoop, kneel, and crouch. The employee must frequently lift and/or move up to 10 pounds and occasionally lift and/or move up to 25 pounds.  Specific vision abilities required by this job include close vision, distance vision, color vision, peripheral vision, depth perception and ability to adjust focus. The employee may be required to remain in a stationary position for extended period.  </div><div></div>",1200,"",5
1709331,Cashier,"<div><strong><em>We are excited to announce the opening of our first takeout and delivery only location in Central Florida!  This opportunity is for our new location in Sunrise Plaza in Kissimmee and we are looking for new Team Members. This location is opening within the next 30 days and we will be contacting applicants soon.</em></strong><br><br>Now hiring Cashiers at Flippers Pizzeria! This is an exciting opportunity to be a part of our team and join our growing company! This opportunity is for our new Sunrise location in Kissimmee.<br><br>3212 N Poinciana Blvd<br>Kissimmee, FL  34746<br><strong><br>What We're Looking For:</strong></div><div>Friendly, Out-Going Attitude</div><div>Assist third-party customers in quickly obtaining to-go orders</div><div>Ensure that all orders are accurate and brought to customer in a timely manner</div><div>Suggest appetizers and meals to customers based on the menu and specials</div><div>Work closely with restaurant management to immediately address all customer concerns and create a pleasant dining experience</div><div>Maintain sanitation, health, and safety standards in work areas</div><div>Team Player who can jump in where needed<br><br><strong>Qualifications:</strong></div><div>Education: High school diploma or equivalent<br>Good verbal and written communication skills; is capable of communicating effectively with customers and co-workers; bi-lingual skills a plus</div><div>Experience: Restaurant experience, including full service, fast food or convenience, preferred but not required<br>Must be a minimum of 18 years of age<br>Must have reliable transportation<br>Must be able to work a flexible schedule including evenings, weekends, and holidays</div>",1000,1400,63
1803890,Cashier,"<div><strong>REPORTS TO: General Manager/Assistant Manager/Shift Leader</strong></div><div> </div><div>The cashier position is critical to the daily success of the restaurant. It’s a guest facing job; often the first touch point with the guest beyond the “Welcome to Firehouse” greeting.</div><div> </div><div><strong>Job Requirements:</strong></div><div> </div><ul><li>Able to work in a fast-paced environment.</li><li>Excellent menu and product knowledge.</li><li>Accountable for the accuracy of the guest’s order.</li><li>Able to communicate effectively with guests and handle questions and concerns in a professional manner.</li><li>Proficient use of the POS system.</li><li>Accuracy of the cash drawer.</li><li>Team player.</li><li>Thanks the guest sincerely for their business.</li><li>Participates in all Firehouse Subs® Public Safety Foundation fundraising initiatives.</li><li>Maintains an organized, stocked, and sanitary work space.</li><li>Able and willing to complete other restaurant functions such as food preparation or cleaning, per management direction, or any other duties assigned by the general manager, assistant manager, or shift leader.</li><li>Maintains a safe work environment, adhering to all established food and safety guidelines.</li><li>Able to lift up to 50 lbs.</li></ul>",1300,"",1
1799075,Cashier,"<div> </div><div>We are looking to hire the friendliest people, and are now accepting applications for cashier positions.</div><div><strong>We pay more for bigger smiles!</strong></div><div>If you possess a great personality, a desire to sell, desire to serve people, desire to excel and you possess a genuine smile, we want to visit with you. Competitive rates, 1/2 priced meals on days that you work, evening and weekend shifts available.</div><div>We are New Orleans Hamburger &amp; Seafood Company and we are looking for friendly personality and lots of smiles.</div><div>We offer:</div><ul><li>Flexible schedules</li><li>Career advancement opportunities</li><li>A Culture of Care for all team members</li></ul><div>Ideal candidates will display:</div><ul><li>A drive to succeed</li><li>High energy</li><li>Positive attitude</li></ul>",1200,1500,127
1669352,Cashier,"<div><strong>REPORTS TO: General Manager/Assistant Manager/Shift Leader</strong></div><div> </div><div>The cashier position is critical to the daily success of the restaurant. It’s a guest facing job; often the first touch point with the guest beyond the “Welcome to Firehouse” greeting.</div><div> </div><div><strong>Job Requirements:</strong></div><div> </div><ul><li>Able to work in a fast-paced environment.</li><li>Excellent menu and product knowledge.</li><li>Accountable for the accuracy of the guest’s order.</li><li>Able to communicate effectively with guests and handle questions and concerns in a professional manner.</li><li>Proficient use of the POS system.</li><li>Accuracy of the cash drawer.</li><li>Team player.</li><li>Thanks the guest sincerely for their business.</li><li>Participates in all Firehouse Subs® Public Safety Foundation fundraising initiatives.</li><li>Maintains an organized, stocked, and sanitary work space.</li><li>Able and willing to complete other restaurant functions such as food preparation or cleaning, per management direction, or any other duties assigned by the general manager, assistant manager, or shift leader.</li><li>Maintains a safe work environment, adhering to all established food and safety guidelines.</li><li>Able to lift up to 50 lbs.</li></ul>",1300,"",5
1669403,Cashier,"<div><strong>Company Overview</strong></div><div>HuHot is an unlimited, create-your-own Asian stir-fry restaurant where our guests select their own ingredients in building their bowl and we cook it right in front of them!</div><div>At HuHot, we welcome new employees as family because it’s important that each and every person is treated with respect and valued for their contribution. Our team members receive competitive wages and flexible schedules. We recognize hard work and dedication with the commitment to promote from within whenever possible. Since almost every employee has the opportunity to work with our guests, we strive to create a fun and interactive environment that is bound to put a smile on your face. HuHot can be your opportunity at a short-term, part-time job or the start to a life-long career. Join us!</div><div><strong>Job Summary</strong></div><div>Our Cashiers are the gatekeepers of the restaurant, and begin the process that will ensure that all Guests at HuHot have a dining experience that exceeds their expectation through knowledge, efficiency, genuine hospitality and teamwork.</div><div><strong>Key Responsibilities:</strong></div><ul><li>Assist fellow team members to ensure overall Guest satisfaction</li><li>Cash Handling: Obtaining revenues, issuing receipts, accepting payments and returning change</li><li>Demonstrate genuine hospitality while greeting and establishing rapport with the Guest and delivering an exceptional dining experience</li><li>Guide Guests through menus and food line process while demonstrating thorough knowledge of our food and beverages</li><li>Provide friendly and attentive service that makes Guests feel well taken care of and anxious to return.</li><li>Take accurate orders and partner with team members to serve food and beverages that meet or exceed Guests' expectations</li></ul><div><strong>Personal Requirements:</strong></div><ul><li>Must have upbeat, outgoing and positive attitude</li><li>Must be able to assist Guests and possess great Guest relations skills</li><li>Ability to work positively in a fast-paced environment</li><li>Excellent verbal communication and interpersonal skills</li><li>Basic Math Skills</li><li>Ability to work effectively within a team</li><li>Ability to be on your feet and alert for extended periods of time</li><li>Ability to lift up to 35 lbs. as needed</li><li>Continuous use of hands and arms</li><li>Continuous bending, reaching and twisting</li><li>Maintains strong personal image and uniform standards</li></ul><div><strong>Benefits/Perks:</strong></div><ul><li>Flexible schedule- Full time and part time are both available</li><li>Concept featured as a Next Top 20 by NRN Magazine for multiple years running.</li><li>Discounts on HuHot food items both on and off duty</li><li>First uniform is free!</li><li>No late nights – out by 10 pm on weekdays and 11 pm on weekends</li><li>Cross-training opportunities and leadership programs to support every level of your career</li><li>Depending on the position, some benefit packages may include medical, dental, vision, and/or 401k, as well as paid parental leave</li></ul>",1200,1500,31
1798284,Cashier,"<div><strong>REPORTS TO: General Manager/Assistant Manager/Shift Leader</strong></div><div> </div><div>The cashier position is critical to the daily success of the restaurant. It’s a guest facing job; often the first touch point with the guest beyond the “Welcome to Firehouse” greeting.</div><div> </div><div><strong>Job Requirements:</strong></div><div> </div><ul><li>Able to work in a fast-paced environment.</li><li>Excellent menu and product knowledge.</li><li>Accountable for the accuracy of the guest’s order.</li><li>Able to communicate effectively with guests and handle questions and concerns in a professional manner.</li><li>Proficient use of the POS system.</li><li>Accuracy of the cash drawer.</li><li>Team player.</li><li>Thanks the guest sincerely for their business.</li><li>Participates in all Firehouse Subs® Public Safety Foundation fundraising initiatives.</li><li>Maintains an organized, stocked, and sanitary work space.</li><li>Able and willing to complete other restaurant functions such as food preparation or cleaning, per management direction, or any other duties assigned by the general manager, assistant manager, or shift leader.</li><li>Maintains a safe work environment, adhering to all established food and safety guidelines.</li><li>Able to lift up to 50 lbs.</li></ul>",1000,1300,1
1797903,Cashier,"<div>The Nothing Bundt Cakes (NbC) Guest Service Representative creates a warm, welcoming environment for our guests, offers creative solutions for unique celebratory occasions and sells our delicious cakes. The Guest Service Representative is the first point of brand contact in our bakery and serves in an essential role to engage and bring joy to our guests, create a memorable experience and leave a positive, lasting impression. The Guest Service Representative embodies NbC core values and demonstrates a strong commitment to guest satisfaction as well as excellence and efficiency in the workplace.<br><br><strong><u>Are you available during the day from 8:45-3:30?? We would LOVE to speak with you!</u></strong></div><div> </div><div><strong>Accountabilities/Duties: </strong></div><ul><li>Promptly greets walk-in and phone guests with genuine warmth and helpful enthusiasm to determine interests and needs, and follows NbC Sweet Steps of Service to create a superior guest experience.   </li><li>Maintains strong product knowledge to educate guests on NbC cake distinction, size and flavor profile options, pricing, special promotions, and complimentary retail merchandise.   </li><li>Suggests additional merchandise, including balloons, candles, and cards, to complete a unique celebration. </li><li>Processes guest orders efficiently and accurately utilizing the point-of-sale system and invite guests to join NbC Email Club to benefit from special promotions and remain connected. </li><li>Upholds a clean and organized bakery presentation, which may include routine sweeping/mopping of the floor, and dusting/cleaning of countertops, windows, and other surfaces. </li><li>Replenishes retail merchandise and cake display case to ensure a strong visual presentation. </li><li>Assists the Crafter in preparing cake decorations and packaging supplies as needed. </li><li>Complies with all health and safety guidelines and NbC policies and procedures, including strict adherence to dress code and personal hygiene.  </li><li>Maintains a consistent work attendance and punctuality record.  </li></ul><div> </div><div><strong>Core Values and Competencies:</strong> </div><ul><li><strong>Servant’s Heart</strong><ul><li>Goes above and beyond to support the team or guest, and is reliable, trustworthy and responsive. </li><li>Keeps the good of the team or guest ahead of personal interests or gain. </li><li>Displays humility and empathy in interactions with others.</li></ul></li><li><strong>Spirit of a Champion </strong><ul><li>Demonstrates pride in responsibilities, an intense drive and a passion to succeed. </li><li>Takes initiative and 100% ownership of responsibilities, with zero excuses for issues within direct control.  </li><li>Operates with a strong sense of urgency and adheres to NbC brand standards.</li></ul></li><li><strong>Genuine Connections </strong><ul><li>Projects warmth, enthusiasm, and optimism that attracts others. </li><li>Builds positive, productive relationships with all team members. </li><li>Listens actively and communicates openly, clearly and respectfully. </li></ul></li></ul><div> </div><div><strong>Knowledge, Skills, and Abilities:</strong></div><ul><li>Exhibits high energy and strong interpersonal skills; is friendly, helpful, positive, patient, socially confident and communicative. </li><li>Enjoys interacting with diverse people and excels at providing a superior guest experience.  </li><li>Can perform multiple tasks simultaneously while maintaining meticulous attention to detail. </li><li>Is diligent, organized and self-motivated.  </li><li>Has the ability to understand and carry out oral and written instructions and request clarification when needed.</li><li>Is comfortable with new technology and has the ability to operate a point-of-sale system. </li><li>Understands basic arithmetic; can perform calculations when needed and provide monetary change using U.S. currency. </li><li>Has the capacity to stand for extended periods of time and work in a fast-paced environment. </li></ul><div> </div><div><strong>Education, Certifications and Work Experience Requirements:</strong></div><ul><li>Applicants must be 16 years of age or older. </li><li>While no formal education or work experience is required, previous guest service experience at a bakery, restaurant or retail store is a plus.  </li></ul><div> </div><div><strong>Work Availability: </strong></div><div>Must have the flexibility to work various shifts, including early mornings, evenings, weekends and holidays, based on changing business demands. </div><div> </div><div> </div>",1300,1500,8
1797603,Cashier,"<div>The Nothing Bundt Cakes (NbC) Guest Service Representative creates a warm, welcoming environment for our guests, offers creative solutions for unique celebratory occasions and sells our delicious cakes. The Guest Service Representative is the first point of brand contact in our bakery and serves in an essential role to engage and bring joy to our guests, create a memorable experience and leave a positive, lasting impression. The Guest Service Representative embodies NbC core values and demonstrates a strong commitment to guest satisfaction as well as excellence and efficiency in the workplace.</div><div> <br><strong>HOURS OF OPERATION: <br>Monday-Friday 9am-7pm<br>Saturday 10am-6pm<br>Sunday CLOSED</strong><br><br></div><div><strong>Accountabilities/Duties: </strong></div><ul><li>Promptly greets walk-in and phone guests with genuine warmth and helpful enthusiasm to determine interests and needs, and follows NbC Sweet Steps of Service to create a superior guest experience.   </li><li>Maintains strong product knowledge to educate guests on NbC cake distinction, size and flavor profile options, pricing, special promotions, and complimentary retail merchandise.   </li><li>Suggests additional merchandise, including balloons, candles, and cards, to complete a unique celebration. </li><li>Processes guest orders efficiently and accurately utilizing the point-of-sale system and invite guests to join NbC Email Club to benefit from special promotions and remain connected. </li><li>Upholds a clean and organized bakery presentation, which may include routine sweeping/mopping of the floor, and dusting/cleaning of countertops, windows, and other surfaces. </li><li>Replenishes retail merchandise and cake display case to ensure a strong visual presentation. </li><li>Assists the Crafter in preparing cake decorations and packaging supplies as needed. </li><li>Complies with all health and safety guidelines and NbC policies and procedures, including strict adherence to dress code and personal hygiene.  </li><li>Maintains a consistent work attendance and punctuality record.  </li></ul><div><br></div><div><strong>Knowledge, Skills, and Abilities:</strong></div><ul><li>Exhibits high energy and strong interpersonal skills; is friendly, helpful, positive, patient, socially confident and communicative. </li><li>Enjoys interacting with diverse people and excels at providing a superior guest experience.  </li><li>Can perform multiple tasks simultaneously while maintaining meticulous attention to detail. </li><li>Is diligent, organized and self-motivated.  </li><li>Has the ability to understand and carry out oral and written instructions and request clarification when needed.</li><li>Is comfortable with new technology and has the ability to operate a point-of-sale system. </li><li>Understands basic arithmetic; can perform calculations when needed and provide monetary change using U.S. currency. </li><li>Has the capacity to stand for extended periods of time and work in a fast-paced environment. </li></ul><div> </div><div><strong>Education, Certifications and Work Experience Requirements:</strong></div><ul><li>Applicants must be 16 years of age or older. </li><li>While no formal education or work experience is required, previous guest service experience at a bakery, restaurant or retail store is a plus.  </li></ul><div> </div><div><strong>Work Availability: </strong></div><div>Must have the flexibility to work various shifts, including early mornings, evenings, weekends and holidays, based on changing business demands. </div><div> </div><div> </div>",900,1100,119
1797564,Cashier,"<div>The Nothing Bundt Cakes (NbC) Guest Service Representative creates a warm, welcoming environment for our guests, offers creative solutions for unique celebratory occasions and sells our delicious cakes. The Guest Service Representative is the first point of brand contact in our bakery and serves in an essential role to engage and bring joy to our guests, create a memorable experience and leave a positive, lasting impression. The Guest Service Representative embodies NbC core values and demonstrates a strong commitment to guest satisfaction as well as excellence and efficiency in the workplace.<br><br><strong>HOURS OF OPERATION:<br>Monday-Friday 9am-7pm<br>Saturday 10am-6pm<br>Sunday CLOSED</strong></div><div><br><strong>Work Availability: <br></strong><br></div><div>Must have the flexibility to work various shifts, including mornings, evenings, weekends and holidays, based on changing business demands. <br><br></div><div><strong>Accountabilities/Duties: <br></strong><br></div><ul><li>Promptly greets walk-in and phone guests with genuine warmth and helpful enthusiasm to determine interests and needs, and follows NbC Sweet Steps of Service to create a superior guest experience.   </li><li>Maintains strong product knowledge to educate guests on NbC cake distinction, size and flavor profile options, pricing, special promotions, and complimentary retail merchandise.   </li><li>Suggests additional merchandise, including balloons, candles, and cards, to complete a unique celebration. </li><li>Upholds a clean and organized bakery presentation, which may include routine sweeping/mopping of the floor, and dusting/cleaning of countertops, windows, and other surfaces. </li><li>Replenishes retail merchandise and cake display case to ensure a strong visual presentation. </li><li>Assists the Crafter in preparing cake decorations and packaging supplies as needed. </li><li>Complies with all health and safety guidelines and NbC policies and procedures, including strict adherence to dress code and personal hygiene.  </li><li>Maintains a consistent work attendance and punctuality record.  </li></ul><div><strong>Knowledge, Skills, and Abilities:<br></strong><br></div><ul><li>Exhibits high energy and strong interpersonal skills; is friendly, helpful, positive, patient, socially confident and communicative. </li><li>Enjoys interacting with diverse people and excels at providing a superior guest experience.  </li><li>Can perform multiple tasks simultaneously while maintaining meticulous attention to detail. </li><li>Is diligent, organized and self-motivated.  </li><li>Has the ability to understand and carry out oral and written instructions and request clarification when needed.</li><li>Understands basic arithmetic; can perform calculations when needed and provide monetary change using U.S. currency. </li><li>Has the capacity to stand for extended periods of time and work in a fast-paced environment. </li></ul><div><br></div><div><strong>Education, Certifications and Work Experience Requirements:<br></strong><br></div><ul><li>Applicants must be 16 years of age or older. </li><li>While no formal education or work experience is required, previous guest service experience at a bakery, restaurant or retail store is a plus.  </li></ul><div><br></div><div> <br><br></div><div> </div>",900,1100,8
1797214,Cashier,"<div><strong>REPORTS TO: General Manager/Assistant Manager/Shift Leader</strong></div><div> </div><div>The cashier position is critical to the daily success of the restaurant. It’s a guest facing job; often the first touch point with the guest beyond the “Welcome to Firehouse” greeting.</div><div> </div><div><strong>Job Requirements:</strong></div><div> </div><ul><li>Able to work in a fast-paced environment.</li><li>Excellent menu and product knowledge.</li><li>Accountable for the accuracy of the guest’s order.</li><li>Able to communicate effectively with guests and handle questions and concerns in a professional manner.</li><li>Proficient use of the POS system.</li><li>Accuracy of the cash drawer.</li><li>Team player.</li><li>Thanks the guest sincerely for their business.</li><li>Participates in all Firehouse Subs® Public Safety Foundation fundraising initiatives.</li><li>Maintains an organized, stocked, and sanitary work space.</li><li>Able and willing to complete other restaurant functions such as food preparation or cleaning, per management direction, or any other duties assigned by the general manager, assistant manager, or shift leader.</li><li>Maintains a safe work environment, adhering to all established food and safety guidelines.</li><li>Able to lift up to 50 lbs.</li></ul>",1000,1300,2
1796962,Cashier,"<div><br> <strong>Cashier</strong></div><div>If you are passionate about giving great customer service or want to learn a new skill, this is an exciting opportunity to be part of our team and join our growing company! Now hiring Cashiers at our newest Flippers Pizzeria location, Sunrise Plaza - Kissimmee! <br><br></div><div>3212 N Poinciana Blvd<br>Kissimmee, FL  34746<br><strong><br></strong> </div><div><strong>What We're Looking For:</strong> </div><div>·         Passionate individuals </div><div>·         No experience necessary </div><div>·         Friendly, Out-Going Attitude </div><div>·         Team Player </div><div>·         Part Time or Full Time Team Members </div><div> </div><div><strong>Position Details:</strong> </div><div>·         Manage all transactions through the point of sale system efficiently and accurately </div><div>·         Interact with customers in a friendly manner and provide assistance if required </div><div>·         Receive calls for delivery and takeout orders </div><div>·         Complete side work </div><div> </div><div><br> <strong>Qualifications:</strong> </div><div>·         Education: High school diploma or equivalent </div><div>·         Good verbal and written communication skills </div><div>·         Capable of communicating effectively with customers and co-workers </div><div>·         Bi-lingual skills a plus </div><div> </div><div>  </div><div>Experience: </div><div>·         Restaurant experience, including full service, fast food or convenience, preferred but not required </div><div>·         Must have reliable transportation <br>·         Must be able to work flexible schedule</div><div> </div><div>Compensation: $11/hr plus tips </div>",1100,"",66
